Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name,label
1497.31,598.32,961255.43,630.0,30.0,0.0,5.0,1.602532,0.285428,179.819416099999,-131.7434561,98728.45815,98302.75339,0.0,6.0,18.0,0.0
24.87,0.28,75.18,3.0,2.0,0.0,61.645162,50.5,33.666015,100.9980437,0.001956288,0.0,0.0,0.0,0.0,0.0,0.0
0.0,52760.38,211041.5,0.0,4.0,1.0,67.0,29.25,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
78085.1,6594.06,943282.57,6.0,72.0,0.0,0.5,0.088887,1.066231,6.397388553,0.002442,604.8774744,0.0,0.0,0.0,7.0,0.0
0.0,0.0,0.98,1.0,1.0,0.0,0.331358,0.331358,0.330518,0.330518345,0.00084,0.0,0.0,0.0,0.0,0.0,0.0
17239.43,14345.18,757778.37,14.0,36.0,0.0,108.792807,6.708628,17.6151959999999,246.6127455,-5.10213198,611.6675978,0.150730611,0.0,2.0,5.0,0.0
12.68,4731.18,1015185.78,214.0,214.0,0.0,2.871169,0.08713,0.086184,18.44346053,0.202333567,0.0,0.0,0.0,0.0,0.0,0.0
19255.47,7185.55,454381.82,18.0,15.0,0.0,35.999538,9.412279,7.843027999999991,141.174503,0.00968063,10000.25314,3.48e-08,0.0,1.0,3.0,0.0
1.29,0.74,5.35,3.0,2.0,0.0,1055.462972,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
9725.29,13703.31,705078.12,57.0,11.0,0.0,150.0,57.859091,16.2645609999999,927.08,-290.63,267577.6186,123856.89999999998,0.0,4.0,26.0,0.0
27655.38,24111.48,310601.17,6.0,6.0,0.0,10.15,6.003078,6.002819,36.0169149,0.0015539999999999,22.148,0.0,0.0,0.0,1.0,0.0
0.0,48.74,42040.87,1.0,30.0,0.0,3.157393,0.761289999999999,22.837844,22.83784437,0.0008609999999999,1.337,0.0,0.0,0.0,2.0,1.0
21.68,0.0,65.03,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
156.17,6.23,324.8,2.0,2.0,0.0,64.667843,50.5,50.499246,100.9984925,0.00150753,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
11.52,8965.07,314180.58,35.0,35.0,0.0,0.049871,0.047967,0.047499,1.662474332,0.016355725,0.0,0.0,0.0,0.0,0.0,0.0
11044.77,1074.01,322141.52,28.0,12.0,0.0,29.995,7.981916,3.776115,105.7312124,-9.948217745,97496.45155,97367.77776,0.0,2.0,10.0,0.0
597.67,888.02,210785.2,5.0,234.0,0.0,0.728046,0.212479,9.943865,49.71932624,0.0007530319999999,1730.147738,0.0,0.0,0.0,4.0,0.0
0.0,748.42,2245.27,0.0,3.0,0.0,1.0,0.502,0.0,0.0,1.505998636,112.37,100.0,0.0,1.0,2.0,1.0
0.0,608.56,37122.32,0.0,61.0,1.0,28.97,2.978425,0.0,0.0,181.683921,416000.0,0.0,416000.0,0.0,2.0,1.0
0.0,0.0,4.8,0.0,1.0,1.0,2.99,2.99,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1041.06,3123.18,0.0,3.0,1.0,2.5771,1.6387,0.0,0.0,4.9161001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2371.13,41243.38,1.0,4.0,0.0,5.717335,4.519546,18.07772,18.07772027,0.000462,1.361762538,0.0,0.0,0.0,1.0,0.0
2682.05,7244.51,350636.2,47.0,31.0,0.0,61.11,11.413088,7.609149,357.63,-3.82427917,498981.77540000004,514384.87549999997,0.0,8.0,16.0,0.0
22.48,0.0,67.45,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
258.43,4896.88,17274.92,10.0,3.0,0.0,51.352341,17.25078,5.174873,51.74872851,0.003612,13.37,0.0,0.0,0.0,1.0,1.0
20188.73,296.41,48676.88,2.0,28.0,0.0,4.0,0.764041,10.695719,21.39143839,0.0017219999999999,1.337,0.0,0.0,0.0,2.0,1.0
471.81,1046.58,1024037.92,2166.0,2.0,0.0,4.99958,4.99958,0.002093,4.533316298,5.465843682,4686248.607,4628104.227,0.0,658.0,18.0,0.0
0.0,29.17,3134.47,1.0,20.0,0.0,1.225336,0.530806999999999,10.615271,10.615271,0.0008609999999999,1e-12,0.0,0.0,0.0,1.0,1.0
9194.01,4617.62,584211.45,54.0,19.0,0.0,7.001,1.519414,0.513259,27.716,1.15285821,32201.40193,5259.815326,0.0,12.0,41.0,0.0
97.93,12.38,448110.42,3791.0,6209.0,0.0,12000.0,15.430985,25.030853,94891.96561,919.0207186,6346594.629,81384.99211,0.0,13.0,73.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
9450.33,1260.37,30244.03,2.0,9.0,0.0,5.0,1.400785,6.302671,12.60534129,0.0017219999999999,1e-12,0.0,0.0,0.0,1.0,1.0
0.0,22235.24,200117.2,0.0,9.0,1.0,9.965,4.020198,0.0,0.0,36.18177765,1.785956824,0.0,0.0,0.0,2.0,0.0
0.95,0.7,9483.53,9996.0,4.0,0.0,19855.8,12963.95,3.966755,39651.67994,12204.12006,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.87,1.0,1.0,0.0,1.133862,1.133862,1.13339,1.133390474,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0
265.43,81615.87,245643.9,3.0,3.0,0.0,42.0,32.404,32.403139,97.20941804,0.002581964,0.0,0.0,0.0,0.0,0.0,0.0
40.67,53896.54,539372.08,10.0,10.0,0.0,4.81,1.44369,1.443192,14.43192015,0.004983385,0.0,0.0,0.0,0.0,0.0,0.0
163.9,0.0,327.8,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5399.48,226778.27,0.0,42.0,1.0,1.003235,0.805385999999999,0.0,0.0,33.82622659,0.694321130999999,0.0,0.0,0.0,2.0,0.0
22.84,0.0,68.53,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
13.37,2401.89,367012.67,144.0,152.0,0.0,73.5,21.606215,22.804786,3283.88912,0.25557213,1e-12,0.0,0.0,0.0,1.0,0.0
161.34,1.02,324.73,2.0,2.0,0.0,51.444483,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,44163.94,88327.88,0.0,2.0,1.0,19.999449,9.999724,0.0,0.0,19.99944882,0.0,0.0,0.0,0.0,0.0,0.0
5.99,1080.22,6517.28,6.0,6.0,0.0,8.99,6.296387,6.295946,37.77567824,0.002646,0.0,0.0,0.0,0.0,0.0,0.0
2.97,0.0,8.92,3.0,2.0,0.0,1888.26294,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
844.53,20893.5,170526.13,4.0,8.0,0.0,2.26,0.682519,1.6125,6.45,-0.989846556,1e-12,0.0,0.0,0.0,1.0,1.0
44899.51,365.24,225228.05,5.0,2.0,0.0,5000.0,4999.999685,1999.999433,9999.997165,0.002205,1e-12,0.0,0.0,0.0,1.0,1.0
8.36,6781.78,183266.85,19.0,27.0,0.0,4.99,0.843916,1.198468,22.77088938,0.014846941,0.0,0.0,0.0,0.0,0.0,0.0
308.05,2352.44,17391.2,3.0,7.0,0.0,4.995,3.71,8.656226,25.968677,0.001323,0.0,0.0,0.0,0.0,0.0,0.0
7623.54,0.0,22870.63,3.0,1.0,0.0,14.0759,14.0759,4.691,14.073,0.0029,138600.0,138600.0,0.0,1.0,1.0,0.0
21727.78,26187.15,535982.97,9.0,13.0,0.0,0.229868,0.121111999999999,0.173458,1.56111967,0.013336545,33.10551816,0.0,0.0,0.0,4.0,0.0
3.5,177.42,361.83,2.0,2.0,0.0,2.8,1.768974,1.768498,3.536995011,0.000952024,0.0,0.0,0.0,0.0,0.0,0.0
45.17,1290.23,843756.35,513.0,636.0,0.0,4.0,0.833235,1.031778,529.3020569,0.635251734,20009.01,0.0,0.0,0.0,8.0,0.0
0.0,0.0,3177.37,1.0,1.0,0.0,0.5,0.5,0.499139,0.499139,0.0008609999999999,1e-12,0.0,0.0,0.0,1.0,1.0
18.13,6.99,68.37,3.0,2.0,0.0,69.130803,50.5,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
22.62,0.0,67.87,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
3.97,7786.06,62320.25,8.0,8.0,0.0,25.0,12.766195,12.764665,102.117323,0.01223744,0.0,0.0,0.0,0.0,0.0,0.0
12214.73,8097.85,675111.67,44.0,17.0,0.0,13.4,3.661339,1.787057,78.63051072,-16.38774081,77653.38476,82485.374,0.0,7.0,8.0,0.0
60.56,12529.43,100477.67,4.0,8.0,0.0,7.5,3.788569,7.5765449999999905,30.30618075,0.00236852,0.0,0.0,0.0,0.0,0.0,0.0
17.06,0.0,51.17,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0
0.0,9493.7,161392.93,0.0,17.0,1.0,7.699339,2.504946,0.0,0.0,42.58407756,0.902844586,0.0,0.0,0.0,1.0,0.0
1525.83,3707.78,1116086.92,655.0,35.0,0.0,100.0,11.330496,0.580527999999999,380.2459898,16.32135478,550091.4753,156941.3474,0.0,18.0,71.0,0.0
14467.63,0.0,28935.27,2.0,1.0,0.0,4.0,4.0,1.999517,3.999034,0.000966,1.337,0.0,0.0,0.0,1.0,1.0
4.58,107.14,2701.45,5.0,25.0,0.0,10.0,1.254398,6.271105,31.35552467,0.004428,1.337,0.0,0.0,0.0,2.0,1.0
13.39,18.83,64.45,2.0,2.0,0.0,0.4,0.3,0.295,0.59,0.01,1e-12,0.0,0.0,0.0,1.0,1.0
43722.81,44729.47,574436.5,7.0,6.0,0.0,4.323344,1.63358799999999,1.399331,9.795314258,0.006211962,0.0,0.0,0.0,0.0,0.0,0.0
2.88,14623.04,117004.47,7.0,8.0,0.0,10.0,2.575027,2.942382,20.59667282,0.003544262,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,97.55,1.0,1.0,0.0,1.402236,1.402236,1.399191,1.39919129,0.00304422,0.0,0.0,0.0,0.0,0.0,0.0
1.29,0.74,5.35,3.0,2.0,0.0,1048.393447,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
0.0,22101.7,198915.27,0.0,9.0,1.0,5.08476,1.820029,0.0,0.0,16.38026004,0.550472776,0.0,0.0,0.0,1.0,0.0
8350.1,2856.75,1794671.48,62.0,447.0,0.0,600.0,2.59412,36.120051,2239.443175,-1079.871486,846446.7363,797772.9728,0.0,7.0,42.0,0.0
2287.41,3593.72,67635.75,17.0,8.0,0.0,1.995,0.737081,0.462421,7.861153407,-1.964503397,3384.899888,5882.899888,0.0,5.0,6.0,0.0
0.0,4604.71,87489.5,0.0,19.0,1.0,1.002723,1.00107,0.0,0.0,19.02033767,0.0,0.0,0.0,0.0,0.0,0.0
1405.62,11709.93,246394.77,42.0,16.0,0.0,10.23932,1.232348,0.472794,19.85735454,-0.13978109,7061.799518,7060.799518,0.0,6.0,13.0,0.0
107.37,0.63,323.38,3.0,2.0,0.0,53.805103,50.5,33.666171,100.9985118,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,48.88,1.0,1.0,0.0,0.2955,0.2955,0.294453,0.294453043,0.001046957,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1718.07,226785.43,0.0,132.0,1.0,1.214929,0.624681,0.0,0.0,82.45784327,1.393177694,0.0,0.0,0.0,1.0,0.0
1185.41,489.81,12784.45,5.0,14.0,0.0,24.35,4.781156,13.386414,66.93206871,0.004116,1e-12,0.0,0.0,0.0,1.0,1.0
128994.37,17341.49,818386.75,5.0,10.0,0.0,36.998735,12.23001,12.762,63.81,58.49009681,75915.96816,0.0,0.0,0.0,19.0,0.0
108.22,0.36,326.83,3.0,6.0,0.0,21.167496,16.833333,33.666176,100.9985267,0.001473262,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2901.17,1.0,1.0,0.0,4.736076,4.736076,4.735635,4.73563527,0.000441,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4945.39,133525.62,0.0,27.0,1.0,9.258606,2.500996,0.0,0.0,67.5269044,1.70560744,0.0,0.0,0.0,1.0,0.0
0.0,3713.03,319320.53,0.0,86.0,1.0,1.004601,0.503047999999999,0.0,0.0,43.26215556,1.54565944699999,0.0,0.0,0.0,2.0,0.0
0.0,2338.02,226788.12,0.0,97.0,1.0,0.820127,0.395104,0.0,0.0,38.3251364,0.534119597,0.0,0.0,0.0,1.0,0.0
0.0,2400.69,319291.68,0.0,133.0,1.0,0.554388,0.226261,0.0,0.0,30.09274594,1.322496777,0.0,0.0,0.0,2.0,0.0
17.76,0.0,53.28,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.69,17083.5,1.0,2.0,0.0,1.0,0.5005,1.000958,1.000957998,4.2e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5341.79,133544.85,0.0,25.0,1.0,83.0,15.3731609999999,0.0,0.0,384.3290338,2.167795107,0.0,0.0,0.0,1.0,0.0
6181.94,15889.14,183619.12,4.0,10.0,0.0,10.429804,2.018706,2.92092,11.68367813,8.503386304,7e-16,0.0,0.0,0.0,1.0,1.0
85.81,8170.5,99075.63,12.0,12.0,0.0,0.157415,0.076773,0.076196,0.914352693,0.006929293,0.0,0.0,0.0,0.0,0.0,0.0
0.0,441.79,11044.72,0.0,25.0,1.0,1.5,0.12456,0.0,0.0,3.114,1e-12,0.0,0.0,0.0,1.0,1.0
0.0,41963.93,167855.72,0.0,4.0,1.0,0.500009,0.254295,0.0,0.0,1.01717826,0.0,0.0,0.0,0.0,0.0,0.0
0.0,26560.16,159360.97,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
2.41,0.0,9.63,4.0,2.0,0.0,1061.429976,1000.5,500.249528,2000.9981130000003,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0
22.31,0.0,66.93,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,24.2,1.0,1.0,0.0,0.01,0.01,0.009418,0.009418468,0.000581532,0.0,0.0,0.0,0.0,0.0,0.0
161.5,0.0,323.0,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.42,1.0,1.0,0.0,0.34,0.34,0.33958,0.33958,0.00042,0.0,0.0,0.0,0.0,0.0,0.0
163.47,0.21,327.37,2.0,2.0,0.0,96.987404,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0
19892.7,5782.56,737414.95,33.0,14.0,0.0,26.154232,9.179741,4.013636,132.45,-3.93362403,83417.55936,4500.00000099999,0.0,6.0,39.0,0.0
0.0,0.0,17.85,1.0,1.0,0.0,3.3,3.3,3.299418,3.299418468,0.000581532,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
19.0,920.96,163619.77,129.0,175.0,0.0,83.23,38.656728,52.440877,6764.873108,0.054303921,0.0,0.0,0.0,0.0,0.0,0.0
161.01,0.63,323.28,2.0,2.0,0.0,53.196886,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
4.14,0.0,12.43,3.0,2.0,0.0,1440.945509,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,21.3,3.0,2.0,0.0,1497.81043,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
13708.27,0.0,27416.53,2.0,1.0,0.0,20.0,20.0,9.999559,19.999118,0.000882,314.99118,0.0,0.0,0.0,2.0,1.0
64333.53,6735.82,148874.52,2.0,3.0,0.0,2.0,1.366667,0.55,1.1,3.0,466.61319370000007,0.0,0.0,0.0,8.0,0.0
8.2,20015.0,540601.6,24.0,27.0,0.0,6.55,1.141993,1.283508,30.80418586,0.02963125,0.0,0.0,0.0,0.0,1.0,0.0
21.02,0.0,63.05,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
19.82,2474.53,379120.47,151.0,152.0,0.0,1.112284,0.484936,0.487235,73.57255846,0.13776,0.0,0.0,0.0,0.0,0.0,0.0
1.93,0.1,5.98,3.0,2.0,0.0,1120.429213,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9756.05,19512.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
843.42,639.89,6166.07,2.0,7.0,0.0,3.099,0.955571,3.343639,6.68727795899999,0.001722041,1e-12,0.0,0.0,0.0,1.0,1.0
106.06,7808.66,791365.95,99.0,100.0,0.0,3.0,1.048997,1.058727,104.8139938,0.08573712,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,592.95,1.0,1.0,0.0,1.11007099999999,1.11007099999999,1.1,1.1,0.010071,0.0,0.0,0.0,0.0,0.0,0.0
2.91,161.76,329.33,2.0,2.0,0.0,3.0,2.733875,2.733345,5.466690926,0.001058104,0.0,0.0,0.0,0.0,0.0,0.0
12574.41,3628.85,149205.1,11.0,3.0,0.0,1.995,1.33,0.4516,4.967601185,-0.977601185,19043.11062,10154.89984,0.0,3.0,7.0,0.0
10.83,45.26,1284.23,35.0,20.0,0.0,39.8,6.129262,5.846967,204.6438514,-82.05861499,10982.92275,10982.72029,0.0,1.0,12.0,1.0
13726.03,39025.39,749283.42,29.0,9.0,0.0,5.21477,1.616576,0.500788,14.522862,0.02632,305973.9048,20090.0,0.0,2.0,49.0,0.0
701.75,1129.23,1650070.4,179.0,1350.0,1.0,4124.3088,48.70857,490.502935,87800.02531,-22043.45613,1000019999999.9999,322940.6049,0.0,21.0,45.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0
5065.18,6674.5,23479.37,2.0,2.0,0.0,1.858431,1.181716,1.175,2.35,0.01343106,1e-12,0.0,0.0,0.0,1.0,1.0
16.64,0.0,66.55,4.0,1.0,0.0,101.0,101.0,25.249475,100.9979,0.0021,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
149.74,40295.47,687269.15,15.0,17.0,0.0,1.003485,0.662602,0.7495,11.24249265,0.021734195,0.0,0.0,0.0,0.0,0.0,0.0
855.88,485.5,32498.45,34.0,7.0,0.0,300.0,86.655714,17.840286,606.5697239,0.02027611,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.59,0.59,0.0,0.0,0.59,13.37,0.0,0.0,0.0,1.0,1.0
10164.5,12631.84,758394.62,51.0,19.0,0.0,8.834159,1.353713,0.933334,47.60001714,-21.87946221,391694.0727,185766.7281,0.0,15.0,21.0,0.0
2504.74,15517.43,320916.32,29.0,16.0,0.0,19.249746,4.624492,2.54931,73.93,0.061871314,11863.20727,28361.994,0.0,5.0,6.0,0.0
24.06,0.18,72.55,3.0,2.0,0.0,83.923683,50.5,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
335.02,6451.95,1081658.13,51.0,165.0,0.0,9.43326,0.339617,1.097963,55.99613621,0.040721089,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2731.94,636542.63,0.0,233.0,1.0,3.468113,0.839924,0.0,0.0,195.7023455,462.1674584,0.0,0.0,0.0,6.0,0.0
6263.83,2995.92,388106.17,6.0,117.0,0.0,12.99,0.511549,9.974679,59.84807596,0.003108,4.861868268,0.0,0.0,0.0,2.0,0.0
2242.02,15464.79,597088.8,18.0,36.0,0.0,77.0,8.286033,16.445984,296.0277114,2.269491307,1480.95726,1099.784317,0.0,1.0,10.0,0.0
1767.83,491.45,18470.13,6.0,16.0,0.0,1.820173,0.514873999999999,1.372513,8.23507878,0.002898,1.337,0.0,0.0,0.0,1.0,1.0
2.41,0.0,9.63,4.0,2.0,0.0,1060.929033,1000.5,500.249528,2000.9981130000003,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0
0.88,3029.31,15150.92,5.0,5.0,0.0,0.66,0.401587,0.400747,2.00373271,0.0042,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10548.62,116034.77,0.0,11.0,1.0,16.874694,5.241467,0.0,0.0,57.65614122,6.606344016,0.0,0.0,0.0,2.0,0.0
0.0,0.0,633.2,1.0,1.0,0.0,6.0,6.0,5.99938,5.99938,0.00062,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
0.0,0.0,655.15,0.0,1.0,1.0,0.0002,0.0002,0.0,0.0,0.0002,1e-12,0.0,0.0,0.0,1.0,1.0
0.0,0.0,13.22,1.0,1.0,0.0,11.0,11.0,10.99938,10.99938,0.00062,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,349015.53,1.0,1.0,0.0,3.004,3.004,0.001,0.001,3.003,466.8852322999999,0.0,0.0,0.0,10.0,0.0
0.0,1659.34,228988.35,0.0,138.0,1.0,0.350059,0.16468,0.0,0.0,22.72584632,0.521976219,0.0,0.0,0.0,2.0,0.0
0.0,0.0,697.63,1.0,1.0,0.0,0.1,0.1,0.099517,0.099517,0.000483,13.37,0.0,0.0,0.0,1.0,1.0
0.0,13299.68,132996.78,0.0,10.0,1.0,389.812969,49.519635,0.0,0.0,495.1963516,603.9995516,0.0,0.0,0.0,2.0,0.0
6.67,66745.12,200255.38,3.0,3.0,0.0,4.98,2.623333,2.620523,7.86157047,0.00842953,0.0,0.0,0.0,0.0,0.0,0.0
1.79,0.97,7.33,3.0,2.0,0.0,1631.954342,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
164.83,0.21,330.08,2.0,2.0,0.0,57.785792,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0
2.18,0.0,8.72,4.0,2.0,0.0,1357.254592,1000.5,500.249528,2000.9981130000003,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0
9778.51,53326.3,625703.3,4.0,11.0,0.0,0.101099,0.049627,0.133622,0.53448613,0.011407015,1e-12,0.0,0.0,0.0,1.0,1.0
144.73,0.0,289.47,2.0,1.0,0.0,0.5,0.5,0.2475,0.495,0.005,1e-12,0.0,0.0,0.0,1.0,1.0
0.0,0.0,4.72,1.0,1.0,0.0,1.07861,1.07861,1.078139,1.078138684,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0
2289.15,46309.9,585477.82,13.0,12.0,0.0,4.026857,1.531235,1.412847,18.36701117,0.007810078,0.0,0.0,0.0,0.0,0.0,0.0
1.27,0.0,2.55,2.0,1.0,0.0,1037.134475,1037.134475,518.566766,1037.133532,0.000943273,0.0,0.0,0.0,0.0,0.0,0.0
0.0,787.85,7611.35,1.0,7.0,0.0,4.418364,1.315555,9.206806,9.206806307,0.002079,13.37,0.0,0.0,0.0,2.0,1.0
0.0,1758.02,226784.58,0.0,129.0,1.0,0.573611,0.244917,0.0,0.0,31.59431894,0.601341696,0.0,0.0,0.0,2.0,0.0
160.85,0.84,323.38,2.0,2.0,0.0,54.632236,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0
158.38,0.0,316.77,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
